"No.,""Time"",""Source"",""Destination"",""Protocol"",""Length"",""Info"""
"10685,""0.838070"",""0c:43:82:a4:13:03"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"10686,""0.838075"",""0c:43:82:af:a5:03"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"10687,""0.838079"",""0c:43:82:d4:06:03"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"10688,""0.838083"",""0c:43:82:d4:06:03"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"10689,""0.838236"",""0c:43:82:d4:06:03"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"10690,""0.838258"",""0c:43:82:d4:06:03"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"10691,""0.838264"",""0c:43:82:af:a5:03"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"10692,""0.838268"",""0c:43:82:af:a5:03"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"10693,""0.840673"",""0c:43:82:d4:06:01"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"10694,""0.840689"",""0c:43:82:d4:06:01"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"10695,""0.840700"",""0c:43:82:37:fd:01"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"10696,""0.840704"",""0c:43:82:d4:06:01"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"10697,""0.840709"",""0c:43:82:37:fd:01"",""DEC-MOP-Remote-Console"",""0x6002"",""77"",""DEC DNA Remote Console"""
"10698,""0.840713"",""0c:43:82:d4:06:01"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"10699,""0.840718"",""0c:43:82:37:fd:01"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"10700,""0.840723"",""0c:43:82:34:63:07"",""DEC-MOP-Remote-Console"",""0x6002"",""77"",""DEC DNA Remote Console"""
"10701,""0.840727"",""0c:43:82:d4:06:01"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"10702,""0.840731"",""0c:43:82:34:63:07"",""DEC-MOP-Remote-Console"",""0x6002"",""77"",""DEC DNA Remote Console"""
"10703,""0.840735"",""0c:43:82:af:a5:01"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"10704,""0.840739"",""0c:43:82:37:fd:01"",""DEC-MOP-Remote-Console"",""0x6002"",""77"",""DEC DNA Remote Console"""
"10705,""0.840743"",""0c:43:82:37:fd:08"",""DEC-MOP-Remote-Console"",""0x6002"",""77"",""DEC DNA Remote Console"""
"10706,""0.840748"",""0c:43:82:37:fd:01"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"10707,""0.840751"",""0c:43:82:d4:06:01"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"10708,""0.840756"",""0c:43:82:d4:06:01"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"10709,""0.840760"",""0c:43:82:af:a5:00"",""DEC-MOP-Remote-Console"",""0x6002"",""77"",""DEC DNA Remote Console"""
"10710,""0.840765"",""0c:43:82:37:fd:01"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"10711,""0.840769"",""0c:43:82:af:a5:01"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"10712,""0.840777"",""0c:43:82:af:a5:02"",""DEC-MOP-Remote-Console"",""0x6002"",""77"",""DEC DNA Remote Console"""
"10713,""0.840782"",""0c:43:82:d4:06:01"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"10714,""0.840786"",""0c:43:82:37:fd:01"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"10715,""0.840790"",""0c:43:82:37:fd:01"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"10716,""0.840795"",""0c:43:82:af:a5:00"",""DEC-MOP-Remote-Console"",""0x6002"",""77"",""DEC DNA Remote Console"""
"10717,""0.840800"",""0c:43:82:af:a5:01"",""DEC-MOP-Remote-Console"",""0x6002"",""77"",""DEC DNA Remote Console"""
"10718,""0.840804"",""0c:43:82:37:fd:01"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"10719,""0.840807"",""0c:43:82:37:fd:00"",""DEC-MOP-Remote-Console"",""0x6002"",""77"",""DEC DNA Remote Console"""
"10720,""0.840811"",""0c:43:82:d4:06:01"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"10721,""0.840947"",""0c:43:82:d4:06:01"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"10722,""0.841067"",""0c:43:82:af:a5:03"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"10723,""0.841074"",""0c:43:82:af:a5:03"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"10724,""0.841077"",""0c:43:82:af:a5:03"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"10725,""0.841079"",""0c:43:82:af:a5:03"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"10726,""0.849009"",""0c:43:82:34:63:01"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"10727,""0.849029"",""0c:43:82:34:63:01"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"10728,""0.849036"",""0c:43:82:af:a5:02"",""DEC-MOP-Remote-Console"",""0x6002"",""77"",""DEC DNA Remote Console"""
"10729,""0.849040"",""00:50:79:66:68:01"",""Broadcast"",""ARP"",""64"",""Who has 192.168.0.2? Tell 192.168.0.6"""
"10730,""0.849045"",""0c:43:82:a4:13:01"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"10731,""0.849049"",""0c:43:82:af:a5:02"",""DEC-MOP-Remote-Console"",""0x6002"",""77"",""DEC DNA Remote Console"""
"10732,""0.849053"",""0c:43:82:34:63:01"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"10733,""0.849057"",""0c:43:82:34:63:01"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"10734,""0.849061"",""0c:43:82:af:a5:03"",""DEC-MOP-Remote-Console"",""0x6002"",""77"",""DEC DNA Remote Console"""
"10735,""0.849065"",""0c:43:82:af:a5:01"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"10736,""0.849070"",""0c:43:82:af:a5:01"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"10737,""0.849074"",""0c:43:82:af:a5:01"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"10738,""0.849079"",""0c:43:82:34:63:01"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"10739,""0.849084"",""0c:43:82:af:a5:03"",""DEC-MOP-Remote-Console"",""0x6002"",""77"",""DEC DNA Remote Console"""
"10740,""0.849088"",""0c:43:82:af:a5:02"",""DEC-MOP-Remote-Console"",""0x6002"",""77"",""DEC DNA Remote Console"""
"10741,""0.849099"",""0c:43:82:34:63:01"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"10742,""0.849103"",""0c:43:82:34:63:01"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"10743,""0.849108"",""0c:43:82:af:a5:02"",""DEC-MOP-Remote-Console"",""0x6002"",""77"",""DEC DNA Remote Console"""
"10744,""0.849113"",""0c:43:82:af:a5:00"",""DEC-MOP-Remote-Console"",""0x6002"",""77"",""DEC DNA Remote Console"""
"10745,""0.849117"",""0c:43:82:34:63:01"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"10746,""0.849126"",""0c:43:82:af:a5:01"",""DEC-MOP-Remote-Console"",""0x6002"",""77"",""DEC DNA Remote Console"""
"10747,""0.849129"",""0c:43:82:34:63:01"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"10748,""0.849132"",""0c:43:82:af:a5:00"",""DEC-MOP-Remote-Console"",""0x6002"",""77"",""DEC DNA Remote Console"""
"10749,""0.849134"",""0c:43:82:af:a5:01"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"10750,""0.849137"",""0c:43:82:a4:13:01"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"10751,""0.849140"",""00:50:79:66:68:01"",""Broadcast"",""ARP"",""64"",""Who has 192.168.0.3? Tell 192.168.0.6"""
"10752,""0.849150"",""0c:43:82:34:63:00"",""DEC-MOP-Remote-Console"",""0x6002"",""77"",""DEC DNA Remote Console"""
"10753,""0.849429"",""0c:43:82:34:63:01"",""DEC-MOP-Remote-Console"",""0x6002"",""77"",""DEC DNA Remote Console"""
"10754,""0.849444"",""0c:43:82:34:63:08"",""DEC-MOP-Remote-Console"",""0x6002"",""77"",""DEC DNA Remote Console"""
"10755,""0.849447"",""0c:43:82:34:63:01"",""DEC-MOP-Remote-Console"",""0x6002"",""77"",""DEC DNA Remote Console"""
"10756,""0.849450"",""0c:43:82:34:63:01"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"10757,""0.849453"",""0c:43:82:af:a5:01"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"10758,""0.849456"",""00:50:79:66:68:01"",""Broadcast"",""ARP"",""64"",""Who has 192.168.0.3? Tell 192.168.0.6"""
"10759,""0.849459"",""0c:43:82:d4:06:03"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"10760,""0.849462"",""0c:43:82:a4:13:03"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"10761,""0.849464"",""0c:43:82:d4:06:03"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"10762,""0.849467"",""0c:43:82:d4:06:03"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"10763,""0.849470"",""0c:43:82:d4:06:03"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"10764,""0.849473"",""0c:43:82:d4:06:03"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"10765,""0.849476"",""0c:43:82:d4:06:03"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"10766,""0.849478"",""0c:43:82:af:a5:03"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"10767,""0.849481"",""0c:43:82:d4:06:03"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"10768,""0.849484"",""0c:43:82:d4:06:03"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"10769,""0.849487"",""0c:43:82:d4:06:03"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"10770,""0.849490"",""0c:43:82:d4:06:03"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"10771,""0.849493"",""0c:43:82:d4:06:03"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"10772,""0.849496"",""0c:43:82:a4:13:03"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"10773,""0.849499"",""0c:43:82:af:a5:03"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"10774,""0.849501"",""0c:43:82:d4:06:03"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"10775,""0.849504"",""0c:43:82:d4:06:03"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"10776,""0.849507"",""0c:43:82:d4:06:03"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"10777,""0.849509"",""0c:43:82:d4:06:03"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"10778,""0.849512"",""0c:43:82:af:a5:03"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"10779,""0.849515"",""0c:43:82:af:a5:03"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"10780,""0.849517"",""0c:43:82:37:fd:07"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"10781,""0.849520"",""0c:43:82:37:fd:07"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"10782,""0.849522"",""0c:43:82:37:fd:07"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"10783,""0.849525"",""0c:43:82:37:fd:07"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"10784,""0.849528"",""0c:43:82:37:fd:07"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"10785,""0.849768"",""0c:43:82:37:fd:07"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"10786,""0.849775"",""0c:43:82:37:fd:07"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"10787,""0.849778"",""0c:43:82:37:fd:07"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"10788,""0.849780"",""0c:43:82:37:fd:07"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"10789,""0.849782"",""0c:43:82:37:fd:07"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"10790,""0.849784"",""0c:43:82:37:fd:07"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"10791,""0.849786"",""0c:43:82:37:fd:07"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"10792,""0.849792"",""0c:43:82:37:fd:07"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"10793,""0.849794"",""0c:43:82:37:fd:07"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"10794,""0.849797"",""0c:43:82:37:fd:07"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"10795,""0.849799"",""0c:43:82:37:fd:07"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"10796,""0.849801"",""0c:43:82:37:fd:07"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"10797,""0.849804"",""0c:43:82:37:fd:07"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"10798,""0.849806"",""0c:43:82:37:fd:07"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"10799,""0.849809"",""0c:43:82:37:fd:07"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"10800,""0.849811"",""0c:43:82:37:fd:07"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"10801,""0.849814"",""0c:43:82:37:fd:07"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"10802,""0.849816"",""0c:43:82:37:fd:07"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"10803,""0.849818"",""0c:43:82:37:fd:07"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"10804,""0.849821"",""0c:43:82:37:fd:07"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"10805,""0.849823"",""0c:43:82:37:fd:07"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"10806,""0.850123"",""0c:43:82:34:63:07"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"10807,""0.850128"",""0c:43:82:34:63:07"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"10808,""0.850130"",""0c:43:82:34:63:07"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"10809,""0.850133"",""0c:43:82:34:63:07"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"10810,""0.850135"",""0c:43:82:34:63:07"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"10811,""0.850137"",""0c:43:82:34:63:07"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"10812,""0.850139"",""0c:43:82:34:63:07"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"10813,""0.850227"",""0c:43:82:d4:06:01"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"10814,""0.850232"",""0c:43:82:d4:06:01"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"10815,""0.850235"",""0c:43:82:37:fd:01"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"10816,""0.850237"",""0c:43:82:d4:06:01"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"10817,""0.850659"",""0c:43:82:37:fd:01"",""DEC-MOP-Remote-Console"",""0x6002"",""77"",""DEC DNA Remote Console"""
"10818,""0.850669"",""0c:43:82:d4:06:01"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"10819,""0.850673"",""0c:43:82:37:fd:01"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"10820,""0.850678"",""0c:43:82:34:63:07"",""DEC-MOP-Remote-Console"",""0x6002"",""77"",""DEC DNA Remote Console"""
"10821,""0.850682"",""0c:43:82:d4:06:01"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"10822,""0.850686"",""0c:43:82:34:63:07"",""DEC-MOP-Remote-Console"",""0x6002"",""77"",""DEC DNA Remote Console"""
"10823,""0.850690"",""0c:43:82:af:a5:01"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"10824,""0.850694"",""0c:43:82:37:fd:01"",""DEC-MOP-Remote-Console"",""0x6002"",""77"",""DEC DNA Remote Console"""
"10825,""0.850697"",""0c:43:82:37:fd:08"",""DEC-MOP-Remote-Console"",""0x6002"",""77"",""DEC DNA Remote Console"""
"10826,""0.850701"",""0c:43:82:37:fd:01"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"10827,""0.850705"",""0c:43:82:d4:06:01"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"10828,""0.850708"",""0c:43:82:d4:06:01"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"10829,""0.850710"",""0c:43:82:af:a5:00"",""DEC-MOP-Remote-Console"",""0x6002"",""77"",""DEC DNA Remote Console"""
"10830,""0.850712"",""0c:43:82:37:fd:01"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"10831,""0.850717"",""0c:43:82:af:a5:01"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"10832,""0.850720"",""0c:43:82:af:a5:02"",""DEC-MOP-Remote-Console"",""0x6002"",""77"",""DEC DNA Remote Console"""
"10833,""0.850722"",""0c:43:82:d4:06:01"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"10834,""0.850724"",""0c:43:82:37:fd:01"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"10835,""0.850726"",""0c:43:82:37:fd:01"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"10836,""0.850728"",""0c:43:82:af:a5:00"",""DEC-MOP-Remote-Console"",""0x6002"",""77"",""DEC DNA Remote Console"""
"10837,""0.850730"",""0c:43:82:af:a5:01"",""DEC-MOP-Remote-Console"",""0x6002"",""77"",""DEC DNA Remote Console"""
"10838,""0.850733"",""0c:43:82:37:fd:01"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"10839,""0.850735"",""0c:43:82:37:fd:00"",""DEC-MOP-Remote-Console"",""0x6002"",""77"",""DEC DNA Remote Console"""
"10840,""0.850737"",""0c:43:82:d4:06:01"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"10841,""0.850739"",""0c:43:82:d4:06:01"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"10842,""0.850946"",""0c:43:82:af:a5:03"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"10843,""0.850954"",""0c:43:82:af:a5:03"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"10844,""0.850958"",""0c:43:82:af:a5:03"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"10845,""0.850962"",""0c:43:82:af:a5:03"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"10846,""0.858671"",""0c:43:82:34:63:01"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"10847,""0.858688"",""0c:43:82:34:63:01"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"10848,""0.858694"",""0c:43:82:af:a5:02"",""DEC-MOP-Remote-Console"",""0x6002"",""77"",""DEC DNA Remote Console"""
"10849,""0.859168"",""00:50:79:66:68:01"",""Broadcast"",""ARP"",""64"",""Who has 192.168.0.2? Tell 192.168.0.6"""
"10850,""0.859182"",""0c:43:82:a4:13:01"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"10851,""0.859185"",""0c:43:82:af:a5:02"",""DEC-MOP-Remote-Console"",""0x6002"",""77"",""DEC DNA Remote Console"""
"10852,""0.859187"",""0c:43:82:34:63:01"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"10853,""0.859189"",""0c:43:82:34:63:01"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"10854,""0.859191"",""0c:43:82:af:a5:03"",""DEC-MOP-Remote-Console"",""0x6002"",""77"",""DEC DNA Remote Console"""
"10855,""0.859194"",""0c:43:82:af:a5:01"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"10856,""0.859196"",""0c:43:82:af:a5:01"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"10857,""0.859198"",""0c:43:82:af:a5:01"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"10858,""0.859200"",""0c:43:82:34:63:01"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"10859,""0.859202"",""0c:43:82:af:a5:03"",""DEC-MOP-Remote-Console"",""0x6002"",""77"",""DEC DNA Remote Console"""
"10860,""0.859204"",""0c:43:82:af:a5:02"",""DEC-MOP-Remote-Console"",""0x6002"",""77"",""DEC DNA Remote Console"""
"10861,""0.859206"",""0c:43:82:34:63:01"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"10862,""0.859209"",""0c:43:82:34:63:01"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"10863,""0.859211"",""0c:43:82:af:a5:02"",""DEC-MOP-Remote-Console"",""0x6002"",""77"",""DEC DNA Remote Console"""
"10864,""0.859213"",""0c:43:82:af:a5:00"",""DEC-MOP-Remote-Console"",""0x6002"",""77"",""DEC DNA Remote Console"""
"10865,""0.859215"",""0c:43:82:34:63:01"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"10866,""0.859217"",""0c:43:82:af:a5:01"",""DEC-MOP-Remote-Console"",""0x6002"",""77"",""DEC DNA Remote Console"""
"10867,""0.859219"",""0c:43:82:34:63:01"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"10868,""0.859222"",""0c:43:82:af:a5:00"",""DEC-MOP-Remote-Console"",""0x6002"",""77"",""DEC DNA Remote Console"""
